date,open,high,low,close,volume
2024-03-19,488.17,496.6296,481.28,496.24,10903092
2024-03-20,499.5,508.1999,495.17,505.52,11711100
2024-03-21,514.71,515.04,506.01,507.76,9712549
2024-03-22,507.0,509.97,504.34,509.58,8120593
2024-03-25,505.79,507.22,500.2411,503.02,8380617
2024-03-26,505.13,510.0,495.2137,495.89,11205382
2024-03-27,499.3,499.89,488.07,493.86,9989676
2024-03-28,492.84,492.89,485.15,485.58,15212764
2024-04-01,487.2,497.43,481.78,491.35,9013459
2024-04-02,485.1,497.53,484.65,497.37,10989041
2024-04-03,498.93,507.24,498.75,506.74,12001199
2024-04-04,516.42,530.0,510.58,510.92,26207031
2024-04-05,516.855,530.7,514.4099,527.34,19178665
2024-04-08,529.28,531.4899,518.89,519.25,13126009
2024-04-09,522.23,525.87,506.74,516.9,10644177
2024-04-10,509.29,522.5599,505.8,519.83,11418491
2024-04-11,521.11,523.86,517.29,523.16,10369469
2024-04-12,517.75,520.1899,509.33,511.9,11984535
2024-04-15,516.72,518.53,497.28,500.23,13512893
2024-04-16,498.11,504.7699,497.11,499.76,9847925
2024-04-17,503.1,503.16,487.14,494.17,12193743
2024-04-18,499.82,512.21,499.04,501.8,14808670
2024-04-19,502.8,502.8,475.73,481.07,25215364
2024-04-22,489.715,492.01,473.4,481.73,17271125
2024-04-23,491.25,498.76,488.97,496.1,15079196
2024-04-24,508.06,510.0,484.58,493.5,37772677
2024-04-25,421.4,445.77,414.5,441.38,82890741
2024-04-26,441.46,446.44,431.96,443.29,32691443
2024-04-29,439.56,439.76,428.56,432.62,21502646
2024-04-30,431.05,439.6199,429.72,430.17,18429496
2024-05-01,428.6,449.96,427.11,439.19,20344947
2024-05-02,438.84,443.96,432.28,441.68,15221322
2024-05-03,445.93,454.17,443.85,451.96,16489057
2024-05-06,455.58,466.16,453.34,465.68,15094627
2024-05-07,466.29,471.53,461.31,468.24,13406816
2024-05-08,463.5,475.58,463.002,472.6,11683929
2024-05-09,470.0,476.08,467.63,475.42,9437651
2024-05-10,477.09,477.5,469.6,476.2,10749999
2024-05-13,472.75,473.35,462.85,468.01,14668798
2024-05-14,463.37,472.54,460.08,471.85,10478553
2024-05-15,474.98,482.4999,471.2,481.54,13100470
2024-05-16,475.0,477.69,472.75,473.23,16608179
2024-05-17,470.83,472.8,468.42,471.91,10807289
2024-05-20,469.95,473.2,467.04,468.84,11745080
2024-05-21,467.12,470.7,462.27,464.63,11742189
2024-05-22,467.87,473.7199,465.65,467.78,10078611
2024-05-23,472.88,474.3581,461.54,465.78,11747913
2024-05-24,467.62,479.8499,466.3,478.22,12024254
2024-05-28,476.575,480.86,474.84,479.92,10175770
2024-05-29,474.66,479.85,473.7,474.36,9226218
2024-05-30,471.67,471.73,464.71,467.05,10735226
2024-05-31,465.8,469.12,454.4601,466.83,16919805
2024-06-03,470.86,479.6,468.24,477.49,11279390
2024-06-04,477.0,478.89,473.2322,476.99,7088718
2024-06-05,484.45,496.65,483.91,495.06,15690484
2024-06-06,492.98,502.82,490.89,493.76,10667339
2024-06-07,495.91,498.91,490.1701,492.96,9380745
2024-06-10,493.86,502.66,493.41,502.6,11236919
2024-06-11,500.16,507.6,498.27,507.47,9673715
2024-06-12,513.99,514.01,504.47,508.84,11983227
2024-06-13,505.71,509.36,501.36,504.1,9954621
2024-06-14,502.65,507.15,500.75,504.16,10243347
2024-06-17,501.67,510.75,496.01,506.63,11266601
2024-06-18,504.56,506.0,495.02,499.49,13060425
2024-06-20,502.0,503.67,496.77,501.7,11801182
2024-06-21,503.45,503.45,492.39,494.78,23130732
2024-06-24,499.2,507.8,494.29,498.91,13525278
2024-06-25,497.05,510.71,495.5,510.6,12109769
2024-06-26,506.645,513.81,504.6765,513.12,8882337
2024-06-27,514.25,522.8799,513.9,519.56,10121199
2024-06-28,517.15,521.88,503.84,504.22,15855137
2024-07-01,504.95,506.58,493.17,504.68,10328150
2024-07-02,500.76,510.5,499.45,509.5,7739479
2024-07-03,506.37,511.28,506.02,509.96,6005615
2024-07-05,511.6,540.87,511.6,539.91,21354093
2024-07-08,542.35,542.81,526.65,529.32,14917495
2024-07-09,533.75,537.48,528.1901,530.0,8769088
2024-07-10,530.79,538.88,528.36,534.69,10983276
2024-07-11,530.89,535.46,508.3733,512.7,16458253
2024-07-12,497.755,508.09,494.23,498.87,19750544
2024-07-15,498.63,506.6799,493.37,496.16,12539163
2024-07-16,501.5,503.9499,485.79,489.79,14075833
2024-07-17,479.17,479.17,459.12,461.99,28076595
2024-07-18,475.0,479.2393,464.54,475.85,19267160
2024-07-19,476.06,486.71,475.71,476.79,15149416
2024-07-22,486.575,492.06,483.9,487.4,12023088
2024-07-23,489.84,495.22,487.72,488.69,9455527
2024-07-24,472.305,476.3,460.58,461.27,17649738
2024-07-25,463.26,463.548,442.65,453.41,18240489
2024-07-26,464.195,469.77,459.42,465.7,14222388
2024-07-29,469.88,473.96,465.02,465.71,11339630
2024-07-30,467.0,472.73,456.7,463.19,11390439
2024-07-31,471.02,476.5,466.75,474.83,24285777
2024-08-01,521.0,527.1709,492.1,497.74,43083082
2024-08-02,489.0,501.145,476.15,488.14,24044658
2024-08-05,451.345,483.48,450.8,475.73,21396191
2024-08-06,479.0,502.56,478.65,494.09,20954959
2024-08-07,503.13,510.15,486.86,488.92,20105307
2024-08-08,497.5,509.96,494.72,509.63,16156843
2024-08-09,507.71,518.34,505.7,517.77,13696640
2024-08-12,516.86,518.02,509.1,515.95,9767422
2024-08-13,520.01,531.4999,518.15,528.54,13743839
2024-08-14,528.06,534.0,523.13,526.76,11444189
2024-08-15,531.79,539.77,526.7,537.33,13482141
2024-08-16,531.9,533.66,524.66,527.42,14776684
2024-08-19,526.87,531.66,522.76,529.28,9879713
2024-08-20,528.35,531.09,525.88,526.73,7944391
2024-08-21,527.15,539.4,526.935,535.16,13423292
2024-08-22,537.0,544.23,528.59,531.93,15708292
2024-08-23,536.92,539.87,525.06,528.0,11323936
2024-08-26,527.6,528.0,514.95,521.12,9584002
2024-08-27,518.98,524.01,515.31,519.1,6282720
2024-08-28,517.675,521.085,512.45,516.78,9106077
2024-08-29,519.05,527.2,515.6789,518.22,8317424
2024-08-30,521.35,523.54,515.2,521.31,9157541
2024-09-03,519.64,525.49,508.6176,511.76,12459113
2024-09-04,506.07,516.59,504.07,512.74,8255543
2024-09-05,511.72,521.6295,511.15,516.86,8640888
2024-09-06,521.88,524.5849,498.25,500.27,14744521
2024-09-09,506.16,511.33,502.08,504.79,11047828
2024-09-10,508.16,514.18,500.0278,504.79,9899022
2024-09-11,507.01,513.12,495.6,511.83,10782532
2024-09-12,517.05,526.71,515.22,525.6,11993342
2024-09-13,520.34,527.581,517.11,524.62,10321422
2024-09-16,524.54,534.1,517.4,533.28,9527646
2024-09-17,537.6,542.1,530.57,536.315,11690779
2024-09-18,537.065,544.2,533.9026,537.95,10323537
2024-09-19,550.0,562.07,546.52,559.1,15646951
2024-09-20,560.0,564.5,556.3001,561.35,22066817
2024-09-23,569.5,573.9799,562.41,564.41,12830669
2024-09-24,566.68,567.745,554.19,563.33,12992956
2024-09-25,564.05,576.88,563.72,568.31,16543350
2024-09-26,575.73,577.4,562.3501,567.84,14400787
2024-09-27,570.1,570.8399,564.51,567.36,9398367
2024-09-30,567.7,574.68,564.8,572.44,12807206
2024-10-01,577.98,583.04,570.1,576.47,15259274
2024-10-02,574.86,576.0,569.34,572.81,6524650
2024-10-03,570.15,583.36,568.73,582.77,11580980
2024-10-04,583.73,596.85,581.43,595.94,14199788
2024-10-07,598.22,602.95,584.04,584.78,12014198
2024-10-08,589.69,593.56,585.97,592.89,7857377
2024-10-09,593.99,594.39,581.61,590.51,9529707
2024-10-10,587.57,590.23,582.52,583.83,7740449
2024-10-11,584.83,591.21,582.71,589.95,8587051
2024-10-14,594.22,600.1,589.96,590.42,8251971
2024-10-15,590.16,590.61,580.143,586.27,9564236
2024-10-16,581.395,582.08,574.03,576.79,11268384
2024-10-17,583.33,584.97,575.2,576.93,8701158
2024-10-18,581.1,583.9675,575.25,576.47,7694274
2024-10-21,576.03,577.2399,569.11,575.16,8171879
2024-10-22,574.29,583.53,572.12,582.01,8544463
2024-10-23,579.97,585.0,562.5,563.69,14248419
2024-10-24,567.125,568.8799,561.52,567.78,7184651
2024-10-25,573.935,581.29,571.72,573.25,11337874
2024-10-28,582.0,583.7499,574.12,578.16,10925131
2024-10-29,580.145,593.67,575.398,593.28,13019092
2024-10-30,600.98,601.2,589.38,591.8,26864925
2024-10-31,585.0,589.9,563.01,567.58,26838395
2024-11-01,567.605,573.67,562.56,567.16,15303235
2024-11-04,564.1,568.69,557.89,560.68,12064601
2024-11-05,567.305,573.48,566.67,572.43,9775379
2024-11-06,562.75,573.0,555.1679,572.05,18305429
2024-11-07,576.89,594.7999,575.21,591.7,14653708
2024-11-08,591.54,593.1,584.52,589.34,9415699
2024-11-11,586.36,587.0,576.51,583.17,10209051
2024-11-12,588.545,599.66,580.38,584.82,16287724
2024-11-13,582.605,585.64,575.17,580.0,10757583
2024-11-14,577.0,580.76,573.01,577.16,11053743
2024-11-15,571.22,572.57,551.5,554.08,17712864
2024-11-18,557.04,559.9,550.09,554.4,14346715
2024-11-19,551.86,561.43,550.6,561.09,9522445
2024-11-20,562.93,566.3499,554.2001,565.52,9797339
2024-11-21,569.52,570.0,549.05,563.09,11154749
2024-11-22,563.55,563.8273,554.59,559.14,9164004
2024-11-25,562.1,572.5915,556.39,565.11,13599830
2024-11-26,566.0,577.5,565.2,573.54,10356550
2024-11-27,574.89,574.98,564.1001,569.2,7200228
2024-11-29,569.0,578.46,566.9,574.32,7130519
2024-12-02,577.5,594.5,575.57,592.83,12522371
2024-12-03,595.0,614.2,591.2501,613.65,14907164
2024-12-04,612.96,617.78,605.1,613.78,14697006
2024-12-05,617.075,619.9,607.05,608.93,8081212
2024-12-06,610.1,629.7899,608.53,623.77,16935503
2024-12-09,623.925,626.4,606.1701,613.57,11426015
2024-12-10,617.56,625.59,612.74,619.32,10938854
2024-12-11,623.37,638.4,621.5349,632.68,10837228
2024-12-12,631.5,636.6599,627.2094,630.79,7474717
2024-12-13,627.22,631.08,616.886,620.35,8453349
2024-12-16,629.975,631.15,618.58,624.24,10885625
2024-12-17,626.17,632.37,616.54,619.44,12897842
2024-12-18,621.0,627.36,596.32,597.19,17075480
2024-12-19,610.39,611.52,595.0,595.57,14958082
2024-12-20,590.58,603.11,580.0,585.25,48989390
2024-12-23,589.6,601.09,586.25,599.85,10205750
2024-12-24,602.715,607.99,599.2849,607.75,4726056
2024-12-26,605.48,606.3,598.94,603.35,6091239
2024-12-27,599.41,601.85,589.8,599.81,8084229
2024-12-30,588.75,596.9399,585.58,591.24,7025864
2024-12-31,592.265,593.97,583.85,585.51,6019520
