date,open,high,low,close,volume
2024-04-29,405.25,406.32,399.19,402.25,19582091
2024-04-30,401.49,402.16,389.17,389.33,28781374
2024-05-01,392.61,401.7199,390.31,394.94,23562481
2024-05-02,397.66,399.93,394.6515,397.84,17709364
2024-05-03,402.28,407.15,401.86,406.66,17446724
2024-05-06,408.76,413.93,406.3701,413.54,16996639
2024-05-07,414.66,414.67,409.09,409.34,20018228
2024-05-08,408.17,412.23,406.7132,410.54,11792308
2024-05-09,410.57,412.72,409.1,412.32,14689727
2024-05-10,412.935,415.38,411.8,414.74,13402281
2024-05-13,418.01,418.348,410.82,413.72,15440226
2024-05-14,412.02,417.49,411.55,416.56,15109306
2024-05-15,417.9,423.81,417.27,423.08,22239533
2024-05-16,421.8,425.42,420.35,420.99,17530050
2024-05-17,422.54,422.92,418.025,420.21,15352239
2024-05-20,420.21,426.77,419.99,425.34,16272137
2024-05-21,426.825,432.97,424.85,429.04,21453255
2024-05-22,430.09,432.41,427.13,430.52,18073698
2024-05-23,432.97,433.6,425.424,427.0,17211689
2024-05-24,427.19,431.055,424.41,430.16,11855285
2024-05-28,429.63,430.82,426.6,430.32,15718024
2024-05-29,425.69,430.94,425.69,429.17,15517130
2024-05-30,424.3,424.3,414.24,414.67,28424847
2024-05-31,416.75,416.75,404.51,415.13,47995250
2024-06-03,415.525,416.43,408.9234,413.52,17484675
2024-06-04,412.43,416.44,409.675,416.07,14348917
2024-06-05,417.81,424.08,416.3,424.01,16988038
2024-06-06,424.01,425.31,420.58,424.52,14861251
2024-06-07,426.2,426.28,423.0,423.85,13621650
2024-06-10,424.7,428.08,423.89,427.87,14003034
2024-06-11,425.475,432.82,425.25,432.68,14551101
2024-06-12,435.32,443.4,433.25,441.06,22366233
2024-06-13,440.85,443.39,439.37,441.58,15960565
2024-06-14,438.275,443.1376,436.721,442.57,13581985
2024-06-17,442.585,450.94,440.72,448.37,20790030
2024-06-18,449.705,450.14,444.89,446.34,17112504
2024-06-20,446.3,446.53,441.27,445.7,19877378
2024-06-21,447.38,450.58,446.51,449.78,34486172
2024-06-24,449.8,452.75,446.41,447.67,15913719
2024-06-25,448.25,451.42,446.75,450.95,16747529
2024-06-26,449.0,453.6,448.19,452.16,16507030
2024-06-27,452.175,456.17,451.77,452.85,14806324
2024-06-28,453.07,455.38,446.41,446.95,28362271
2024-07-01,448.66,457.37,445.66,456.73,17662818
2024-07-02,453.2,459.59,453.113,459.28,13979779
2024-07-03,458.19,461.02,457.88,460.77,9932830
2024-07-05,459.61,468.35,458.965,467.56,16000290
2024-07-08,466.55,467.7,464.46,466.24,12962321
2024-07-09,467.0,467.33,458.0,459.54,17228507
2024-07-10,461.22,466.46,458.855,466.25,18196100
2024-07-11,462.98,464.78,451.55,454.7,23111175
2024-07-12,454.325,456.36,450.645,453.55,16324274
2024-07-15,453.3,457.26,451.43,453.96,14429447
2024-07-16,454.22,454.3,446.66,449.52,17175679
2024-07-17,442.59,444.85,439.18,443.52,21754021
2024-07-18,444.34,444.65,434.4,440.37,20794822
2024-07-19,433.1,441.14,432.0,437.11,20940417
2024-07-22,441.79,444.6,438.9125,442.94,15808755
2024-07-23,443.895,448.39,443.1,444.85,13107050
2024-07-24,440.45,441.48,427.585,428.9,26805800
2024-07-25,428.8,429.8,417.51,418.4,29943795
2024-07-26,418.2,428.915,417.27,425.27,23583839
2024-07-29,431.58,432.15,424.7042,426.73,15125836
2024-07-30,427.72,429.05,417.36,422.92,32687578
2024-07-31,420.495,421.775,412.21,418.35,42891366
2024-08-01,420.785,427.46,413.0901,417.11,30296400
2024-08-02,412.49,415.0,404.34,408.49,29437900
2024-08-05,389.17,401.04,385.58,395.15,40709238
2024-08-06,400.0,405.67,398.5,399.61,24946525
2024-08-07,408.635,410.08,397.47,398.43,20650906
2024-08-08,402.44,405.86,399.9407,402.69,20203030
2024-08-09,404.03,408.05,402.2624,406.02,19276666
2024-08-12,407.06,408.76,404.2434,406.81,16762883
2024-08-13,409.59,414.95,409.57,414.01,19414271
2024-08-14,414.8,417.72,412.4456,416.86,18266980
2024-08-15,419.8,421.11,417.66,421.03,20752144
2024-08-16,420.6,421.34,417.3,418.47,22775593
2024-08-19,418.96,421.75,416.46,421.53,15233957
2024-08-20,421.7,425.86,421.64,424.8,16387581
2024-08-21,424.075,426.4,421.72,424.14,16067298
2024-08-22,424.36,426.7899,414.61,415.55,19361901
2024-08-23,416.98,419.26,412.09,416.79,18493784
2024-08-26,416.365,417.2799,411.34,413.49,13152830
2024-08-27,412.86,414.36,410.25,413.84,13492911
2024-08-28,414.88,415.0,407.31,410.6,14882660
2024-08-29,414.94,422.05,410.6,413.12,17045241
2024-08-30,415.6,417.49,412.13,417.14,24308324
2024-09-03,417.91,419.88,407.03,409.44,20313603
2024-09-04,405.91,411.24,404.37,408.9,14886710
2024-09-05,407.62,413.1,406.13,408.39,14195516
2024-09-06,409.06,410.65,400.8,401.7,19609526
2024-09-09,407.24,408.65,402.15,405.72,15295134
2024-09-10,408.2,416.33,407.7,414.2,19594287
2024-09-11,415.5,423.99,409.58,423.04,19266923
2024-09-12,423.31,427.3692,419.75,427.0,17418759
2024-09-13,425.825,431.83,425.46,430.59,15874555
2024-09-16,430.6,433.53,428.22,431.34,13834697
2024-09-17,440.23,441.85,432.27,435.15,18874231
2024-09-18,435.0,436.03,430.41,430.81,18898042
2024-09-19,441.225,441.5,436.9,438.69,21706559
2024-09-20,437.22,439.24,434.22,435.27,55167106
2024-09-23,434.28,436.46,430.3889,433.51,15128891
2024-09-24,433.0,433.35,426.1,429.17,17015754
2024-09-25,429.83,433.119,428.57,432.11,13396364
2024-09-26,435.085,435.3,429.13,431.31,14492044
2024-09-27,431.52,431.85,427.47,428.02,14896131
2024-09-30,428.21,430.42,425.37,430.3,16854606
2024-10-01,428.45,428.48,418.81,420.69,19092945
2024-10-02,422.58,422.82,416.71,417.13,16582257
2024-10-03,417.63,419.55,414.29,416.54,13686421
2024-10-04,418.24,419.75,414.97,416.06,19190913
2024-10-07,416.0,417.11,409.0,409.54,20919761
2024-10-08,410.9,415.66,408.17,414.71,19229261
2024-10-09,415.86,420.38,414.3,417.46,14974257
2024-10-10,415.225,417.35,413.15,415.84,13848376
2024-10-11,416.135,417.13,413.25,416.32,14144944
2024-10-14,417.77,424.04,417.52,419.14,16653086
2024-10-15,422.18,422.48,415.26,418.74,18900201
2024-10-16,415.17,416.36,410.48,416.12,15508932
2024-10-17,422.36,422.5,415.59,416.72,14820004
2024-10-18,417.14,419.65,416.2601,418.16,17145317
2024-10-21,416.12,418.96,413.7501,418.78,14206115
2024-10-22,418.49,430.5793,418.04,427.51,25482197
2024-10-23,430.855,431.08,422.53,424.6,19654379
2024-10-24,425.325,425.9782,422.4,424.73,13581631
2024-10-25,426.76,432.52,426.565,428.15,16899064
2024-10-28,431.655,431.94,426.3,426.59,14882444
2024-10-29,428.0,433.17,425.8001,431.95,17644080
2024-10-30,437.435,438.5,432.1,432.53,29749149
2024-10-31,415.36,416.16,406.3,406.35,53970981
2024-11-01,409.01,415.5,407.5,410.37,24230442
2024-11-04,409.8,410.415,405.5713,408.46,19672286
2024-11-05,408.37,414.9,408.08,411.46,17626011
2024-11-06,412.42,420.45,410.52,420.18,26681842
2024-11-07,421.28,426.85,419.88,425.43,19901782
2024-11-08,425.32,426.5,421.78,422.54,16891414
2024-11-11,422.515,424.81,416.0,418.01,24503321
2024-11-12,418.25,424.44,417.2,423.03,19401204
2024-11-13,421.64,429.325,418.21,425.2,21502185
2024-11-14,425.0,428.17,420.0,426.89,30246881
2024-11-15,419.82,422.8,413.64,415.0,28247644
2024-11-18,414.87,418.4037,412.1,415.76,24742013
2024-11-19,413.11,417.94,411.55,417.79,18133529
2024-11-20,416.87,417.29,410.58,415.49,19191655
2024-11-21,419.5,419.78,410.2887,412.87,20780162
2024-11-22,411.365,417.4,411.06,417.0,24814626
2024-11-25,418.38,421.08,414.85,418.79,27691090
2024-11-26,419.585,429.0414,418.85,427.99,23458889
2024-11-27,425.105,427.2299,422.02,422.99,18332444
2024-11-29,420.09,424.88,417.8,423.46,16271921
2024-12-02,421.57,433.0,421.31,430.98,20207223
2024-12-03,429.84,432.47,427.74,431.2,18301987
2024-12-04,433.03,439.67,432.63,437.42,26009429
2024-12-05,437.92,444.66,436.171,442.62,21697775
2024-12-06,442.3,446.1,441.7703,443.57,18821002
2024-12-09,442.6,448.33,440.5,446.02,19144388
2024-12-10,444.39,449.62,441.6,443.33,18469459
2024-12-11,444.05,450.35,444.05,448.99,19200208
2024-12-12,449.11,456.1648,449.11,449.56,20834779
2024-12-13,448.435,451.43,445.58,447.27,20177833
2024-12-16,447.27,452.18,445.28,451.59,23598834
2024-12-17,451.01,455.29,449.57,454.46,22733494
2024-12-18,451.32,452.65,437.02,437.39,24444545
2024-12-19,441.62,443.1834,436.32,437.03,22963681
2024-12-20,433.11,443.74,428.63,436.6,64263694
2024-12-23,436.74,437.65,432.83,435.25,19152519
2024-12-24,434.65,439.6,434.19,439.33,7164543
2024-12-26,439.08,440.94,436.63,438.11,8199927
2024-12-27,434.6,435.22,426.35,430.53,18117713
2024-12-30,426.06,427.55,421.9,424.83,13158703
2024-12-31,426.1,426.73,420.66,421.5,13246509
